회차,상호명,구분,소재지
872,행운복권방,자동,경기 안성시 서동대로 7184 103호
872,한일로또나라,자동,경기 수원시 장안구 경수대로 930 북수원홈플러스內
872,나미로또,반자동,인천 미추홀구 주안동(주안8동) 1518
872,여수동서상사,자동,전남 여수시 신월로 709 대영마트내
872,다니엘사,수동,경기 안산시 단원구 원선1로 38 101호
872,GS25거제중곡점(로또),수동,경남 거제시 고현동 1007-1 GS편의점 내
872,복조리복권방,자동,전북 장수군 장계천변길 55-4
872,가판대20호,자동,서울 송파구 송파대로 365 석촌농협앞가판대20호
873,완월로또,수동,경남 창원시 마산합포구 고운로 175 세븐일레븐 내
873,쿡쿡로또명당,자동,충북 옥천군 금장로 65 세븐일레븐편의점
873,노다지복권,수동,강원 횡성군 문정로 52
873,CU(포레스트힐점),자동,서울 종로구 효제동(종로5.6가동) 65-2 1층 101호 씨유포레스트힐점
873,지산로또방,자동,광주 동구 지호로 25-2
873,e마트24(진양호점),자동,경남 진주시 남강로 58 1층
873,나눔로또,수동,세종  장군면 도계리 154-1 CU편의점
873,CU(거제해금강),수동,경남 거제시 고현동 997-5번지
873,세진전자통신,수동,대구 서구 서대구로 156
873,CU(수유대로점),자동,서울 강북구 수유동 724-3번지 두울빌딩
874,일등복권편의점,자동,대구 달서구 대명천로 220 1층
874,만복편의점,수동,충북 청주시 흥덕구 봉명동(봉명1동) 900
874,제이테크복권방,수동,경기 군포시 금산로 14
874,제일슈퍼,수동,인천 연수구 앵고개로 242 제일상가112호
874,25편의점,자동,경기 광주시 오포로 514 25편의점
874,38복권방,수동,전북 전주시 완산구 용리로 118
874,복권방,자동,서울 구로구 구로동 409-80번지 1층
874,우리은행금호동지점앞가판,자동,서울 성동구 장터길 46
874,대박슈퍼,수동,경기 부천시 원미로 103 마동 1층 103호
874,부자나라(CU성남중원구청점),수동,경기 성남시 중원구 성남동 3789번지 1층
874,LA24시편의점,자동,대구 달서구 달구벌대로 1005 상가 103호
874,쎄븐타임,자동,서울 용산구 백범로47길 6 1층 102호 (슈퍼마켓)
874,주택복권방,수동,경기 안양시 동안구 흥안대로145번길 77 77
874,미니스톱인천효성점,자동,인천 계양구 안남로 551
874,초이스편의점,자동,인천 남동구 하촌로 6
874,CU 은평어드밴스힐점,자동,서울 은평구 진관동 100-4 상가동1층 117118호 CU어드밴스힐점
874,성진마트,자동,경기 부천시 오정구 수도로 121 105호
874,북마산복권전문점,수동,경남 창원시 마산합포구 북성로 98
875,가판점(신문),자동,서울 영등포구 양평로 50-2
875,하단복권,자동,부산 사하구 당리동 304-3번지
875,우정식품,자동,부산 동래구 온천장로 33 1층
875,영광정보통신,자동,서울 성북구 화랑로 92 1층 우측1호
875,세븐일레븐광양시청점,수동,전남 광양시 행정2길 2
875,복권명당,자동,대전 서구 만년남로3번길 164
875,선경로또,자동,충북 제천시 용두대로 59 1층
875,복권로또판매점,자동,대전 동구 동대전로 223-1
875,진교로또복권판매점,자동,경남 하동군 진교면 진교리 302-70번지
875,행운을주는사람들,자동,충북 충주시 연수상가길 42 1층 복권방
875,성심상회,자동,경북 포항시 북구 불종로 78
875,푸른로또,자동,충남 당진시 읍내동 1224 여울빌딩103호
875,대박복권,자동,경기 부천시 심곡본동 316-2 부천역사쇼핑몰 W6 7-2호
875,행운마트,자동,경기 고양시 일산서구 송산로 331 104호
876,라이프마트,자동,인천 중구 연안부두로53번길 36 5호
876,GS25(대구교대점),자동,대구 남구 대명동(대명2동) 2007-6 GS25 대구교대점
876,동원마트,반자동,서울 강동구 풍성로 209
876,스파,자동,서울 노원구 동일로 1493 주공10단지종합상가111
876,복돼지복권방,자동,경기 화성시 3.1만세로 43
876,탑로또,자동,경남 거제시 거제중앙로 1787 서원탑훼밀리마트고현점 내(계룡온천옆)
876,해피+24시편의점,자동,광주 북구 하서로 330
876,공원슈퍼,자동,경기 수원시 장안구 팔달로 255 1층(영화동)
876,역전광장상회,자동,경기 파주시 금촌1동 329-19번지
876,로또,수동,서울 강서구 가양동 1480-8번지 102호
876,천하명당복권방역전점,자동,대전 동구 대전로 815
876,로또복권델리25옥동점,수동,경북 안동시 옥동 734번지 테마프라자A-161호
876,복권나라,수동,충북 증평군 중앙로 199-1
876,복권방,자동,서울 광진구 자양로18길 34
876,사격장매표소,자동,경기 시흥시 은행동 37-22
876,대광복권방,자동,전남 화순군 칠충로 55 대광그린상가동 1층109호
876,경동G-PLUS할인마트,자동,부산 해운대구 세실로 30 경동G-PLUS아파트상가103
876,CU로또(강구터미널점),수동,경북 영덕군 318만세길 182 오른쪽 상가
877,복권마트,수동,강원 홍천군 홍천로 409 1층
877,오천억복권방,자동,광주 서구 상무대로 1087
877,천하명당복권방,수동,경기 안성시 중앙로 424
877,일등복권편의점,자동,대구 달서구 대명천로 220 1층
877,화랑복권,자동,부산 부산진구 당감동 282-7번지 오렌지데이점포 내
877,태양마트,자동,대전 유성구 노은로 157 골드프라자 106호
877,인터넷 복권판매사이트,수동,동행복권(dhlottery.co.kr)
877,흥부네박터졌네,자동,인천 계양구 계산로111번길 8
877,MONEY(편의점),수동,경남 김해시 삼문로 25 110호 복권판매점
877,당첨희망복권점,자동,경기 이천시 영창로 145 관고사거리
877,드림메드,자동,경기 안산시 상록구 월피로 56 101호
877,웅진,자동,경기 수원시 팔달구 효원로 257 4층(홈플러스 동수원점)
878,행운복권방,자동,경기 의정부시 충의로 55
878,GS25(사당남사점),수동,서울 동작구 사당동 1005-54번지
878,일등복권편의점,자동,대구 달서구 대명천로 220 1층
878,오천억복권방,자동,광주 서구 상무대로 1087
878,로또명당가두판매점,자동,경기 안양시 동안구 경수대로 848-2
878,운수대통,자동,인천 부평구 동암광장로 6 1층 A호
879,왕대박복권,자동,대구 달성군 옥포면 본리리 2414-3번지
879,영희복권방,수동,울산 동구 진성8길 53 무주슈퍼 내
879,포인트,자동,서울 강동구 올림픽로 677 북쪽 코너 점포 1칸
879,복권방,수동,경기 평택시 평택로 154 1층 복권방
879,로또기업,자동,대전 동구 동서대로 1684 복합터미널 건너편
879,로또통신,자동,경남 김해시 함박로101번길 22 삼우빌딩104호 복권판매점
880,헬로 로또편의점,수동,경기 남양주시 별내5로5번길 4-8 1층 102호
880,세진전자통신,자동,대구 서구 서대구로 156
880,대박천하마트,자동,인천 부평구 굴포로 48
880,수암완구,자동,울산 남구 수암로 118
880,킹부대찌개 테이크아웃 신설동점,자동,서울 종로구 숭인동길 35
880,수내행운복권방,자동,경기 성남시 분당구 수내동 17-3번지 105호 알파문구내
880,보성정보통신,수동,서울 동대문구 장한로2길 24
881,노다지복권방,자동,부산 북구 낙동대로 1704
881,왕대박복권방,자동,경북 문경시 중앙로 15
881,해뜰날수퍼,수동,경기 화성시 효행로 241 103호
881,월드24시,자동,서울 은평구 통일로 855-15
881,왕대박복권,자동,충남 논산시 계백로 1853 편의점
881,헬로마트,자동,서울 도봉구 도봉로170길 8
881,로또복권,반자동,경북 구미시 신시로10길 80 1층
881,그랜드마트앞가판점,자동,서울 마포구 신촌로 94
882,국민슈퍼,자동,서울 도봉구 도봉로 588
882,필로또복권,자동,충남 서산시 호수공원6로 64 1층
882,복권파는집,자동,경남 창원시 마산회원구 3·15대로 765
882,천국열쇠,자동,광주 북구 북문대로 157
882,한누리,자동,서울 동작구 사당동(사당제2동) 132-6
883,CU(거제해금강),자동,경남 거제시 고현동 997-5번지
883,윈마트,자동,서울 송파구 삼학사로16길 4 삼학사로 16길 우측 건물 1층
883,드림테크,자동,경기 부천시 안곡로 11 기풍빌딩 107호
883,동명슈퍼,자동,강원 속초시 중앙로 205 GS25동명점
883,GS25(천안성지점),자동,충남 천안시 동남구 신방동 881
883,돼지복권방,자동,충남 부여군 사비로 61
883,복권세상,자동,경기 여주시 우암로 21-1 1층
883,동문그린복권방,자동,경기 파주시 조리읍 대원리 221-8 동문상가 CU
883,흥양마중물,수동,강원 원주시 치악로 2335 1층
883,참조은 복권,자동,울산 중구 성안로 167 금관상가1층
883,염주현대토토,자동,광주 서구 화정동 859-1번지 염주현대아파트상가 내
883,퇴계로또,자동,강원 춘천시 효자동(효자2동) 696 GS25 남춘로점
883,은성로또,자동,충북 음성군 장감로 118 1층 낚시가게
883,Letsgo복권유통,자동,전북 전주시 덕진구 무삼지로 29
883,복권세상,자동,경기 의정부시 호원동 366-25
884,둔포로 로또방,자동,충남 아산시 둔포로 92-12 세븐일레븐 편의점
884,부자복권방,자동,전북 군산시 구시장로 4
884,천하명당복권방,자동,경기 수원시 팔달구 매산로 2
884,바이복,수동,서울 강남구 일원로5길 19
884,명당마트,자동,서울 강서구 양천로 91
884,드림,자동,경기 수원시 권선구 정조로613번길 2
884,로또혁신점,자동,경북 김천시 율곡동 777 cu로제니아
884,인터넷 복권판매사이트,수동,동행복권(dhlottery.co.kr)
884,도깨비방망이,자동,전남 완도군 장보고대로 220 도깨비방망이
884,노다지복권방,자동,인천 미추홀구 한나루로 400 외7필지125호
884,드래곤복권,자동,경기 용인시 기흥구 중부대로 814
884,범일서적,자동,부산 동구 진시장로 19-2 1층복권방
885,가판점,자동,서울 서대문구 영천동 280번지
885,역전슈퍼,자동,경기 의정부시 가능로 96
885,도깨비 복권 전문점,수동,충북 증평군 광장로 119
885,GS25(사하중앙점),수동,부산 사하구 감천동(감천제1동) 648-6
885,여기있었네복권방,자동,전북 김제시 남북로 171
885,알리바이(나주점),자동,전남 나주시 나주로 142 알리바이
885,GS25(인천관교점),자동,인천 남구 관교동 492-5번지
885,우미슈퍼,자동,광주 서구 풍암순환로 183 우미아파트상가118동-101호
885,삼천리자전거,자동,경기 고양시 덕양구 은빛로77번길 73
885,복권전문점,자동,대전 유성구 유성대로694번길 84
885,황금대박방,자동,경기 고양시 덕양구 삼송동 30-29번지
885,소망점,자동,경기 용인시 처인구 양지로148번길 2-4 1층
885,월드컵,자동,경기 수원시 팔달구 월드컵로 299-1
886,명당복권방,자동,서울 동작구 상도로 281 1층
886,셀피아,자동,울산 북구 무룡로 29 울산광역시 북구 연암동 417-1 1층
886,명당복권방,자동,충북 청주시 청원구 주성동 163-3
886,코리아슈퍼,자동,경남 통영시 안개로 42 상가1층 103호
886,금진슈퍼,자동,전남 여수시 좌수영로 11
886,영화마을흥해점,수동,경북 포항시 북구 흥해로 26
886,K-마트,자동,경기 의정부시 평화로 359 상가동 110호
887,로또복권,자동,경남 창원시 의창구 팔용동(팔룡동) 31-2 CU편의점 내
887,해피드림조이,수동,경남 창원시 의창구 천주로 24-1
887,가판100호,수동,서울 중구 을지로 115-1
887,주공24시편의방,자동,대전 동구 옥천로180번길 19 판암주공아파트2차상가
887,신안할인마트,반자동,서울 중랑구 공릉로2나길 44 신안2차아파트상가101
887,로또,자동,서울 강서구 마곡동 784-13 CU마곡아르디에점
887,천하명당,자동,경기 안양시 동안구 부림로 121 제125제126
887,왕대박로또,수동,경기 이천시 덕평로 917 CU이천덕평
888,복권사랑,자동,경기 가평군 청평중앙로 24 1층
888,다모아복권방,자동,서울 구로구 서해안로30길 13-7 1층
888,서재강변로또,수동,대구 달성군 서재로 172
888,다복슈퍼,자동,부산 수영구 수영동 451-13번지
888,제일복권,수동,경남 양산시 양산역2길 7 103호 복권판매점
888,복권천국,자동,부산 남구 못골로 48-2
888,로또복권4공단점,자동,경북 구미시 첨단기업1로 18
888,우정식품,수동,부산 동래구 온천장로 33 1층
889,행운복권방,자동,경기 성남시 분당구 구미동 185-1번지 비즈파이코리아103호
889,이천대박로또,수동,경기 이천시 경충대로 1830 가산삼거리
889,다니엘사,수동,경기 안산시 단원구 원선1로 38 101호
889,씨스페이스(주안1-2),자동,인천 미추홀구 주안동(주안1동) 224-1
889,흥부네박터졌네,자동,인천 계양구 계산로111번길 8
889,로또명당해미점,수동,충남 서산시 남문2로 108
889,순천복권랜드,자동,전남 순천시 신월큰길 26 세븐일레븐조례신월점
889,포유25다농점,수동,경기 오산시 오산동 924-1번지 거성그린프라자114호
889,태흥복권방,수동,경기 의정부시 의정로 118
889,행운로또방,수동,인천 부평구 십정동(십정1동) 322-19 1층
890,명당로또,자동,경남 창원시 성산구 가음동 38-20번지
890,대박복권방,자동,경기 연천군 온골로 57-1
890,성광복권명당,자동,부산 연제구 과정로 335
890,GS25(대구교대점),자동,대구 남구 대명동(대명2동) 2007-6 GS25 대구교대점
890,GS25(수영광안점),자동,부산 수영구 광안동(광안제3동) 75-1
890,CU(강릉내곡점),자동,강원 강릉시 내곡동 471-6번지
890,제주대림점,자동,제주 제주시 과원북2길 48
890,복슈퍼,자동,경남 김해시 가야로 19 푸르지오상가 111호 복권판매점
890,로또명당목련,자동,제주 제주시 신대로 72
891,복권천하 미스터잉크동해점,자동,강원 동해시 발한로 35
891,역전로또,수동,경북 경주시 황오동 172-5 1층 짐케어내
891,일등복권편의점,자동,대구 달서구 대명천로 220 1층
891,충무로또45국도점,반자동,충남 아산시 충무로 647
891,GS25 운정호수공원캐슬,수동,경기 파주시 가온로 184 108호
891,타운복권방,자동,광주 북구 밤실로 184-1
892,가로판매대제152호(신),수동,서울 중구 남대문로 114
892,GS25(중촌현대점),수동,대전 중구 중촌동 17-2번지
892,금사랑,수동,서울 양천구 월정로 38
892,로또휴게실,자동,경기 용인시 기흥구 용구대로 1885
892,내복권방,수동,서울 노원구 노원로1나길 5 1층
892,썬마트,자동,충북 청주시 흥덕구 진재로23번길 25
892,황금복권방,자동,경기 안양시 만안구 장내로 79 1층 일부(안양동)
892,희망로또,자동,강원 춘천시 운교동(조운동) 182-6 동부시장 농협은행앞 가판
892,베스트올수성점,자동,전북 정읍시 수성2로 28
892,로또복권,수동,경북 김천시 신음새동네길 13
892,고양행복복권,자동,경기 고양시 덕양구 삼송로 142
892,미니슈퍼,수동,경기 의정부시 시민로 269 장령상가 1층
892,문막로또명당,수동,강원 원주시 원문로 1841 1층
892,CU(통영북신에이스점),수동,경남 통영시 무전동 1030-7번지
892,가두판매점,자동,경기 안양시 만안구 안양로 330-1
892,로또명당목련,자동,제주 제주시 신대로 72
893,로또온천장점,자동,부산 동래구 중앙대로 1520 북쪽출구 빵집
893,복권명당(서부점),자동,대구 달서구 월배로 452
893,충청복권전문점,자동,충남 천안시 서북구 성환2로 108
893,돈벼락복권,자동,강원 태백시 번영로 356
893,우성슈퍼,수동,서울 강동구 구천면로 371
893,복권천국,자동,서울 성동구 무학봉16길 22-2 1층
893,GS25(계산동경점),자동,인천 계양구 계산동 1076-7번지 도쿄프라자1층2호
893,로또복권,자동,경기 안산시 단원구 선부광장1로 121 101호
893,오케이상사,자동,서울 서초구 반포동 19-3번지 센트럴시티내100호매점
894,천하명당복권,자동,제주 서귀포시 동문로 38
894,하영,자동,인천 서구 청라에메랄드로 65 아파트 상가 102호
894,씨유송도프라자,자동,인천 연수구 송도동 2-6번지 송도프라자108호
894,육사구(6/49)복권방,자동,경기 용인시 처인구 문현로 134 101호 일부
894,일등복권방,자동,서울 동대문구 사가정로 125
894,스포츠베팅샵,자동,서울 서초구 동산로 48 104호
894,대한복권,자동,경기 부천시 부천로 52
894,교통카드판매대,자동,서울 영등포구 여의나루로 71
894,복권명당,자동,서울 동작구 국사봉길 26
895,노다지 노원역점 복권방,자동,서울 노원구 상계로 78
895,자유마켓,자동,광주 서구 유림로98번길 3 GS25편의점 내
895,진평양행,자동,강원 강릉시 임영로 107
895,빙그레 돈벼락 맞는곳,자동,경남 김해시 김해대로 910 좌측 복권판매점
895,마리오슈퍼,자동,경기 부천시 송내대로265번길 85 1층 118호
895,꿈과희망의복권방,자동,경기 부천시 원미로 130
895,로또석모리,수동,경기 김포시 석모로 42
895,이마트24 광안리굿-7,자동,부산 수영구 광안로 49
895,로또복권,자동,대구 군위군 중앙길 32
895,가로판매점,수동,서울 서초구 동작대로 118
895,국가대표복권방,자동,강원 영월군 중앙로 68 1층
895,이마트24 홍문점,자동,경남 창원시 마산합포구 문화남11길 12 이마트24 편의점내
896,축복큰대운집,자동,경기 파주시 중앙로 324 1층
896,노다지훼밀리,수동,서울 강동구 구천면로 251
896,모닝마트,자동,울산 남구 장생포고래로 183
896,세븐일레븐남양주차산점,자동,경기 남양주시 수레로 1096
896,썬마트,수동,충북 청주시 흥덕구 진재로23번길 25
896,우두로또,자동,강원 춘천시 영서로 2786 1층
896,유방매표소,자동,경기 용인시 처인구 백옥대로 1388
897,조천청룡,수동,제주 제주시 신북로 255
897,더드림로또,자동,인천 미추홀구 관교동 15 1층 상점2호
897,복권전당,수동,강원 속초시 동해대로 4007 1층
897,1등 복권,자동,인천 부평구 부평대로87번길 3 1층
897,잠실매점,수동,서울 송파구 올림픽로 269 잠실역 8번출구 앞 가판
897,행운복권방 보생당건강원,자동,전북 익산시 무왕로 1268
897,장락복권판매점,수동,충북 제천시 청전대로 213 1층
897,㈜현대택배권선영업소,자동,경기 수원시 권선구 곡반정로 95-1 104호
897,가판점,자동,서울 서초구 효령로 283 가판
897,노다지복권방,자동,경기 김포시 중봉1로 81 제1층
897,인터넷 복권판매사이트,수동,동행복권(dhlottery.co.kr)
897,이지복권,수동,경기 안산시 단원구 동산로 63 107호
897,로또판매CU논현SK점,수동,서울 강남구 테헤란로14길 31 1층
898,토큰판매소,자동,서울 송파구 바람드리길 62
898,하당복권방,자동,전남 목포시 옥암로 46
898,행운의복권방,수동,서울 관악구 양녕로 37-1
898,행운로또복권판매점,수동,서울 구로구 고척로 123-2
898,토토복권장흥점,자동,전남 장흥군 장흥읍 건산리 720-13번지
898,공단로또점,수동,경남 함안군 삼칠로 831 슈퍼 옆 1층
898,CU(입석강변점),자동,대구 동구 입석동 933-2번지
898,흥건슈퍼,반자동,전북 전주시 완산구 거마평로 25 흥건슈퍼
899,금호마트,자동,경기 구리시 검배로 29
899,행복미니슈퍼,자동,경기 부천시 부일로 409
899,드림 편의점,수동,서울 도봉구 덕릉로60길 26
899,교통카드판매대,자동,서울 송파구 송파대로28길 27 공영주차장앞가판
899,아이지에이마트 오산무지개점,수동,경기 오산시 현충로 95
899,승차권판매소(북비산점),자동,대구 서구 달서로 201
900,종합가판제141호,자동,서울 중구 퇴계로 447 황학 아크로타워
900,한국인세계대박복권,자동,인천 연수구 한나루로197번길 34
900,행운복권방,자동,서울 도봉구 노해로63길 79 우림빌딩 112호
900,로또복권판매소,자동,서울 마포구 마포대로 44 진도빌딩앞
900,남문시장,수동,경기 수원시 팔달구 수원천로255번길 6 89호(영동 영동시장)
900,알리바이(나주점),자동,전남 나주시 나주로 142 알리바이
901,서울구가-17가판,수동,서울 구로구 구로동로 130-2 구로4동우체국앞가판
901,GS25(삼성역점),자동,서울 강남구 삼성동 168번지
901,복권,반자동,서울 중랑구 망우로30길 8 105호
901,황실복권방,반자동,충남 천안시 동남구 충절로 799
901,황금슈퍼,반자동,광주 북구 동문대로 102
901,용꿈돼지꿈복권전문점,자동,강원 동해시 중앙로 234 이주민상가1층15호
901,빛가람나눔슈퍼,수동,전남 나주시 호수로 74 103호
901,새로나슈퍼,반자동,서울 강서구 강서로5길 16 1층
901,나눔로또한대점,자동,경기 안산시 상록구 중보로 57 한양대프라자106호
902,나들가게,자동,경기 부천시 경인로224번길 91 1층 슈퍼
902,연우로또,자동,인천 계양구 향교로 32-1 1층
902,복권나라,수동,서울 관악구 남부순환로 1739-9
902,로또,자동,서울 중구 신당동 133-14번지
902,GS25(부산미남점),자동,부산 동래구 온천동 1421-36번지
902,승일유통,자동,충북 청주시 흥덕구 월명로 42
902,동일통신,자동,부산 해운대구 선수촌로 16
902,부자로또,자동,울산 남구 월평로 238
902,나래복권,수동,충북 충주시 목행동 673-6 1층
902,코코마켓,자동,서울 강서구 화곡로 137
902,서울로또방,수동,충북 옥천군 삼금로 8
902,복권나라,수동,충북 증평군 중앙로 199-1
902,인터넷 복권판매사이트,수동,동행복권(dhlottery.co.kr)
903,천하명당복권방,반자동,서울 광진구 능동로 413
903,복권나라,자동,서울 중랑구 봉화산로 30
903,잉크와복권,자동,경기 광명시 시청로 69
903,대박마트,수동,충북 청주시 상당구 원봉로 50 주공상가점포103
903,천안역로또토토복권방,자동,충남 천안시 동남구 대흥로 237 아시아마트내
903,현대장미슈퍼,자동,전북 익산시 동서로61길 41 어양동 현대A 상가동 108호
903,플러스원,자동,경기 수원시 장안구 만석로19번길 11-7 108호
903,GS25(천안성지점),자동,충남 천안시 동남구 신방동 881
903,픽미 픽미 아이스크림,자동,경기 구리시 산마루로 19 진영트윈타워 A동104호
903,가로판매점,자동,서울 송파구 올림픽로 132 새마을시장신천역3번출구앞가판
903,인덕원복권방,자동,경기 안양시 동안구 흥안대로 523
903,로또복권애니타임점,자동,경북 구미시 인동중앙로11길 24 애니타임편의점 내
904,황금돼지복권방,자동,부산 연제구 중앙대로 1204
904,로또판매점,자동,경기 고양시 일산동구 정발산로 24 1층 K-114호
904,대박로또명당,자동,충남 당진시 송악로 37
904,Letsgo복권방(동산점),수동,전북 전주시 덕진구 쪽구름로 57-1
904,목화휴게소,자동,경남 사천시 사천대로 912
904,교통카드충전소,자동,서울 금천구 시흥대로 398
904,코사할인마트,수동,경남 거제시 거제북로 46
904,GS25(수원행복점),자동,경기 수원시 영통구 영통동 974-6번지 세일빌딩111호
905,GS25(망원희망점),수동,서울 마포구 망원동 406-16
905,인더라인 정발산점,자동,경기 고양시 일산동구 정발산동 1148-6
905,파크애비뉴,자동,경기 화성시 화성로 1215 가동 1호
905,블루25복권명당대원점,자동,경남 창원시 성산구 두대로 57
905,대박복권방,수동,경기 연천군 온골로 57-1
905,복권명당,자동,대구 동구 경안로 751
905,복권전문점,수동,경기 시흥시 진말로9번길 2 부석프라자114호
906,진도로또,자동,전남 진도군 진도읍 동외리 1151-2 진도로또
906,경일통신,자동,경남 창원시 마산회원구 북성로 340
906,토큰박스,자동,경기 남양주시 진건오남로 109 동양할인마트 앞 로또판매점
906,또또복권방,자동,전북 익산시 고봉로32길 3
906,씨유태화루점(꿈샘),자동,울산 중구 구교로 266 휴대폰가게 내
906,경인유통,자동,경기 광명시 일직로 79 일직로 72 A동 116호(일직동 광명국제무역센터)
906,청솔서점,자동,부산 사하구 하신번영로 195
906,성자점빵,자동,제주 제주시 이도이동 1080-9 1층
906,로또명당,자동,경남 창원시 마산합포구 문화동13길 17
907,GS25(천안시민점),자동,충남 천안시 동남구 신부동 469-1번지
907,운수대통복권방,수동,전북 익산시 무왕로23길 3
907,Letsgo복권유통,자동,전북 전주시 덕진구 무삼지로 29
907,대박,자동,경기 고양시 덕양구 권율대로 892 101호
907,로또삼성복권방,자동,경기 수원시 영통구 매영로 141 원천훼미리타운105호
907,행복편의점,자동,서울 구로구 구로중앙로 14
907,세종로또방,자동,세종   용포로 32
908,영암로또복권,자동,전남 영암군 동문로 8 1층
908,씨스페이스(죽림점),자동,부산 강서구 죽림동 590번지
908,오케이상사,자동,서울 서초구 반포동 19-3번지 센트럴시티내100호매점
908,자양사거리가로매점,자동,서울 광진구 자양로 95
908,은정슈퍼,자동,경남 창원시 성산구 원이대로883번길 2 은정상가101호 GS편의점
908,콘테인복권판매점,수동,충남 천안시 동남구 청수11로 13-11 건물 뒤편 콘테인커피숍 내
908,다인로또,수동,부산 기장군 정관로 830
908,터서점,자동,부산 동래구 아시아드대로 227
909,제일복권,자동,강원 춘천시 중앙로 45 스탠다드차타드은행앞 가판
909,GS25(건대제일점),수동,서울 광진구 화양동 49-1번지
909,빵!터진!로또복권판매점,수동,경기 안산시 상록구 본오로 133 우성아파트상가 114호
909,복슈퍼,수동,인천 계양구 계산로108번길 4
909,로또복권판매도통점,자동,전북 남원시 용성로 232
909,유성복권,수동,서울 송파구 가락동 18-15번지 1층
909,노다지복권방,자동,충남 천안시 동남구 원성천1길 151 2호
909,샘내 편의점,수동,경기 양주시 평화로 1279
909,복권판매점,자동,경기 파주시 송학1길 67-8 104호
909,바로코사,수동,경기 안산시 상록구 사동 1310-1
910,로또복권,수동,경기 화성시 송산면 사강리 672-4
910,필로또복권,자동,충남 서산시 호수공원6로 64 1층
910,혹시나도,자동,충북 음성군 감곡면 왕장리 521-9번지 복권방
910,가로판매점,자동,서울 서대문구 신촌로 103 신촌역 3번4번출구 중앙
910,로또복권방,자동,경남 창원시 성산구 안민안길21번길 4 세평빌딩102호
910,미양공단점,수동,경기 안성시 미양면 계륵리 271-9번지 102호
910,베스토아(용전2호),자동,대전 동구 동서대로 1689 복합터미널서관1층59호
910,대선세무경영사무소,자동,경기 안산시 상록구 석호로 189 101호
910,버스표판매소,자동,경기 고양시 덕양구 화신로 76 가라뫼 사거리 변전소 앞 버스정류장
910,좋은꿈,수동,광주 북구 비엔날레로 55 상가동 1층 2호(용봉동 현대아파트)
910,행운복권방,수동,부산 부산진구 동평로 115
910,로또복권,자동,경북 포항시 남구 원동로 98 1층좌측첫번째상가GS25오천두배점
910,다터져복권방,수동,경기 평택시 중앙2로 42
910,로또기획,자동,경북 안동시 경북대로 443
910,복권365,수동,서울 광진구 뚝섬로23길 44
910,웅진,수동,경기 수원시 팔달구 효원로 257 4층(홈플러스 동수원점)
911,알리바이,자동,광주 광산구 수등로 253 1층 알리바이
911,동문그린복권방,반자동,경기 파주시 조리읍 대원리 221-8 동문상가 CU
911,GS25(청주수곡점),자동,충북 청주시 서원구 수곡동 910
911,복드림슈퍼,수동,경기 안양시 동안구 경수대로 515 1층
911,CU(참미소점),수동,대구 달서구 감삼동 170-7번지
911,애니타임,수동,부산 금정구 서동 204-13번지
911,평안당,자동,서울 종로구 종로 219
911,서정로또,수동,경기 고양시 덕양구 중앙로 450 1층 105호
911,영미연산로또복권점,수동,부산 연제구 반송로 12 CU마트내 별도부스
911,영스타,자동,경기 평택시 팽성로 90 103호
912,(I.A) 로또마트,자동,경기 안산시 단원구 신길로 9-4
912,뉴빅마트,반자동,부산 기장군 정관중앙로 48 106호
912,토토복권,반자동,대구 서구 달서로12길 9
912,가로판매점,자동,서울 용산구 원효로 166
912,태양정보통신,자동,경기 광주시 고불로 56 상가1층
912,대박마트복권방,수동,충남 아산시 음봉로 844 태화상가1층103호
912,영건,수동,경남 양산시 물금읍 가촌리 1280-4 A동113호 복권판매점
912,복권가판,자동,강원 춘천시 조양동 6-227 1층 이마트 24
912,노다지복권방,수동,경기 광명시 범안로 1043 (하안동 원촌빌딩 1층)
912,씨스페이스(동작점),수동,서울 동작구 신대방동 690-20
912,복권왕국,자동,충북 제천시 풍양로 108 지하145
912,나눔로또 씨유거제사등대로점,자동,경남 거제시 거제대로 5460 CU편의점
912,행복세상,자동,대전 대덕구 중리로 52
912,가로판매소,수동,서울 구로구 새말로 117-24 (신도림역2번출구)(구로동)
913,토토죤,수동,광주 광산구 비아중앙로31번길 10 1층
913,한방복권방,자동,경기 화성시 용주로 25
913,해피타임,자동,경기 평택시 서동대로 2044
913,효자로또판매점,자동,전북 전주시 완산구 우전로 337 103호
913,배곧로또판매점,자동,경기 시흥시 은계번영길 7 112호
913,가로매점,자동,서울 마포구 마포대로 61-1
913,GS25(구로미성점),자동,서울 구로구 신도림동 399번지 기임빌딩101호
913,뉴빅마트,자동,부산 기장군 정관중앙로 48 106호
913,대박복권,자동,충남 홍성군 충서로 2423 세븐일레븐
913,왔다복권,자동,충남 천안시 서북구 서부16길 9
913,도래울 행운로또,자동,경기 고양시 덕양구 도래울로 103 파리바게뜨 왼쪽
913,9스토아,자동,서울 용산구 이태원로27길 13 지하 1층 편의점
913,로또마트,자동,경기 하남시 미사대로 520 현대지식산업센터 한강미사2차 D동 125호
913,진영슈퍼,자동,서울 강서구 등촌로 79
913,티켓코리아,자동,제주 제주시 관덕로 54-3
913,인터넷 복권판매사이트,수동,동행복권(dhlottery.co.kr)
914,노다지복권방,수동,서울 중구 다산로44길 15
914,복권판매점,자동,충남 서산시 고운로 164 미림화랑 옆 1층 상가
